row_number,wikipedia_title,battle_id,status,issue_count,internal_issue_count,stable_mismatch_count,diagnostic_mismatch_count,issue_types,stable_mismatch_fields,diagnostic_mismatch_fields,live_title,live_pageid,live_fetch_mode,notes
67,Battle of Beth Zechariah,battle_997586,ok,3,0,0,3,,,list_page_origin|parent_list_page|source_family,Battle of Beth Zechariah,997586,wikitext_batch,
68,Siege of Edessa (163),battle_60182017,needs_review,8,0,3,5,,location_raw|location_normalized|notes,page_type_confidence|classification_notes|acceptance_reason|text_length|categories,Siege of Edessa (163),60182017,wikitext_batch,
69,Battle of Beth Zur,battle_3161575,needs_review,2,0,2,0,,latitude|longitude,,Battle of Beth Zur,3161575,wikitext_batch,
70,Battle of Ctesiphon (165),battle_11056490,ok,0,0,0,0,,,,Battle of Ctesiphon (165),11056490,wikitext_batch,
71,Battle of Emmaus,battle_1219004,ok,0,0,0,0,,,,Battle of Emmaus,1219004,wikitext_batch,
72,Siege of Edessa (165),battle_60181825,ok,4,0,0,4,,,page_type_confidence|classification_notes|acceptance_reason|categories,Siege of Edessa (165),60181825,wikitext_batch,
73,Battle of Beth Horon (166 BC),battle_3134442,ok,0,0,0,0,,,,Battle of Beth Horon (166 BC),3134442,wikitext_batch,
74,Marcomannic Wars,battle_3891002,ok,0,0,0,0,,,,Marcomannic Wars,3891002,wikitext_batch,
75,Battle of the Ascent of Lebonah,battle_12012137,needs_review,2,0,2,0,,latitude|longitude,,Battle of the Ascent of Lebonah,12012137,wikitext_batch,
76,Battle of Pydna,battle_89348,ok,0,0,0,0,,,,Battle of Pydna,89348,wikitext_batch,
77,Siege of Bassania,battle_74010056,ok,1,0,0,1,,,categories,Siege of Bassania,74010056,wikitext_batch,
78,Siege of Eucratideia,battle_56076826,ok,4,0,0,4,,,page_type_confidence|classification_notes|acceptance_reason|categories,Siege of Eucratideia,56076826,wikitext_batch,
79,Battle of Carnuntum,battle_43073087,needs_review,11,0,6,5,,date_raw|location_raw|location_normalized|casualties_side_b_raw|casualties_side_b_min|notes,page_type_confidence|classification_notes|acceptance_reason|text_length|categories,Battle of Carnuntum,43073087,wikitext_batch,
80,Battle of Callinicus,battle_3171968,needs_review,5,0,2,3,,latitude|longitude,list_page_origin|parent_list_page|source_family,Battle of Callinicus,3171968,wikitext_batch,
81,Third Macedonian War,battle_242354,ok,0,0,0,0,,,,Third Macedonian War,242354,wikitext_batch,
82,Battle of Jwawon,battle_13669453,ok,0,0,0,0,,,,Battle of Jwawon,13669453,wikitext_batch,
83,Dardanian–Bastarnic war,battle_58552605,ok,9,1,0,8,missing_commanders,,page_type_confidence|classification_notes|acceptance_reason|categories|list_page_origin|parent_list_page|discovery_root|source_family,Dardanian–Bastarnic war,58552605,wikitext_batch,
84,Battle of Manlian Pass,battle_23223203,ok,1,1,0,0,missing_commanders,,,Battle of Manlian Pass,23223203,wikitext_batch,
85,Shunga–Greek War,battle_75336898,needs_review,8,2,2,4,date_field_mismatch:start_date|missing_commanders,start_date|commander_side_b_raw,page_type_confidence|classification_notes|acceptance_reason|categories,Shunga–Greek War,75336898,wikitext_batch,
86,First Celtiberian War,battle_6906551,ok,1,1,0,0,missing_commanders,,,First Celtiberian War,6906551,wikitext_batch,
87,Liang Province rebellion,battle_27059644,ok,0,0,0,0,,,,Liang Province rebellion,27059644,wikitext_batch,
88,Yellow Turban Rebellion,battle_247676,ok,0,0,0,0,,,,Yellow Turban Rebellion,247676,wikitext_batch,
89,Battle of Mount Olympus,battle_12575824,ok,1,1,0,0,missing_commanders,,,Battle of Mount Olympus,12575824,wikitext_batch,
90,Galatian War,battle_12156744,ok,0,0,0,0,,,,Galatian War,12156744,wikitext_batch,
91,Battle of Magnesia,battle_264291,needs_review,17,0,12,5,,location_raw|location_normalized|latitude|longitude|belligerent_1_raw|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_a_raw|casualties_side_b_raw|notes,page_type_confidence|classification_notes|acceptance_reason|text_length|categories,Battle of Magnesia,264291,wikitext_batch,
92,Battle of Myonessus,battle_3172074,needs_review,2,0,2,0,,latitude|longitude,,Battle of Myonessus,3172074,wikitext_batch,
93,Battle of Venni,battle_46781816,ok,4,0,0,4,,,page_type_confidence|classification_notes|acceptance_reason|categories,Battle of Venni,46781816,wikitext_batch,
94,Battle of Xingyang (190),battle_16682497,needs_review,2,0,2,0,,latitude|longitude,,Battle of Xingyang (190),16682497,wikitext_batch,
95,Battle of the Eurymedon (190 BC),battle_3122739,ok,0,0,0,0,,,,Battle of the Eurymedon (190 BC),3122739,wikitext_batch,
96,Campaign against Dong Zhuo,battle_7348577,ok,1,1,0,0,suspicious_commander_count,,,Campaign against Dong Zhuo,7348577,wikitext_batch,
97,Battle of Corycus,battle_66087144,needs_review,7,0,3,4,,latitude|longitude|battle_type,page_type_confidence|classification_notes|acceptance_reason|categories,Battle of Corycus,66087144,wikitext_batch,
98,Battle of Jieqiao,battle_779078,ok,0,0,0,0,,,,Battle of Jieqiao,779078,wikitext_batch,
99,Battle of Thermopylae (191 BC),battle_3131620,ok,0,0,0,0,,,,Battle of Thermopylae (191 BC),3131620,wikitext_batch,
100,Battle of Xiangyang (191),battle_12598168,needs_review,2,0,2,0,,latitude|longitude,,Battle of Xiangyang (191),12598168,wikitext_batch,
101,Battle of Yangcheng,battle_18570214,needs_review,6,0,2,4,,latitude|longitude,page_type_confidence|classification_notes|acceptance_reason|categories,Battle of Yangcheng,18570214,wikitext_batch,
102,Battle of Chang'an,battle_63204052,ok,4,0,0,4,,,page_type_confidence|classification_notes|acceptance_reason|categories,Battle of Chang'an,63204052,wikitext_batch,
103,Roman–Seleucid war,battle_9476356,ok,4,0,0,4,,,list_page_origin|parent_list_page|discovery_root|source_family,Roman–Seleucid war,9476356,wikitext_batch,
104,Battle of Cyzicus (193),battle_3175692,ok,0,0,0,0,,,,Battle of Cyzicus (193),3175692,wikitext_batch,
105,Battle of Fengqiu,battle_18352025,ok,0,0,0,0,,,,Battle of Fengqiu,18352025,wikitext_batch,
106,Battle of Mutina (193 BC),battle_25792603,ok,6,1,0,5,missing_commanders,,page_type_confidence|classification_notes|acceptance_reason|text_length|categories,Battle of Mutina (193 BC),25792603,wikitext_batch,
107,List of sieges of Constantinople,battle_1388504,ok,4,0,0,4,,,list_page_origin|parent_list_page|discovery_root|source_family,List of sieges of Constantinople,1388504,wikitext_batch,
108,Battle of Issus (194),battle_3125814,ok,0,0,0,0,,,,Battle of Issus (194),3125814,wikitext_batch,
109,Battle of Placentia (194 BC),battle_3172517,ok,0,0,0,0,,,,Battle of Placentia (194 BC),3172517,wikitext_batch,
110,Battle of Yan Province,battle_12616314,needs_review,2,0,2,0,,latitude|longitude,,Battle of Yan Province,12616314,wikitext_batch,
111,Roman–Parthian War of 194–198,battle_78942054,ok,4,0,0,4,,,page_type_confidence|classification_notes|acceptance_reason|categories,Roman–Parthian War of 194–198,78942054,wikitext_batch,
112,Siege of Gythium,battle_2993524,ok,0,0,0,0,,,,Siege of Gythium,2993524,wikitext_batch,
113,War against Nabis,battle_7996519,ok,0,0,0,0,,,,War against Nabis,7996519,wikitext_batch,
114,Battle of Cynoscephalae,battle_89309,ok,0,0,0,0,,,,Battle of Cynoscephalae,89309,wikitext_batch,
115,Battle of Lugdunum,battle_2315588,needs_review,12,0,7,5,,location_raw|location_normalized|latitude|longitude|belligerent_1_raw|commander_side_b_raw|notes,page_type_confidence|classification_notes|acceptance_reason|text_length|categories,Battle of Lugdunum,2315588,wikitext_batch,
116,Campaign against Yuan Shu,battle_18683791,needs_review,8,0,3,5,,location_raw|location_normalized|notes,page_type_confidence|classification_notes|acceptance_reason|text_length|categories,Campaign against Yuan Shu,18683791,wikitext_batch,
117,Siege of Hatra (197–198),battle_79812805,ok,4,0,0,4,,,page_type_confidence|classification_notes|acceptance_reason|categories,Siege of Hatra (197–198),79812805,wikitext_batch,
118,War between Cao Cao and Zhang Xiu,battle_7615332,ok,0,0,0,0,,,,War between Cao Cao and Zhang Xiu,7615332,wikitext_batch,
119,Zhang Xiu (warlord),battle_1221271,ok,1,1,0,0,missing_field,,,Zhang Xiu (warlord),1221271,wikitext_batch,
120,Battle of Ctesiphon (198),battle_11056518,ok,0,0,0,0,,,,Battle of Ctesiphon (198),11056518,wikitext_batch,
121,Battle of Xiapi,battle_8149150,needs_review,2,0,2,0,,latitude|longitude,,Battle of Xiapi,8149150,wikitext_batch,
122,Battle of Yijing,battle_5612207,ok,0,0,0,0,,,,Battle of Yijing,5612207,wikitext_batch,
123,Battle of Baideng,battle_1647186,ok,0,0,0,0,,,,Battle of Baideng,1647186,wikitext_batch,
124,Battle of Cremona (200 BC),battle_3175423,needs_review,10,0,5,5,,location_raw|location_normalized|commander_side_b_raw|strength_side_a_raw|notes,page_type_confidence|classification_notes|acceptance_reason|text_length|categories,Battle of Cremona (200 BC),3175423,wikitext_batch,
125,Battle of Guandu,battle_245524,ok,1,1,0,0,suspicious_commander_count,,,Battle of Guandu,245524,wikitext_batch,
126,Battle of Panium,battle_3158347,ok,0,0,0,0,,,,Battle of Panium,3158347,wikitext_batch,
127,Second Macedonian War,battle_242353,ok,0,0,0,0,,,,Second Macedonian War,242353,wikitext_batch,
128,Battle of Chios (201 BC),battle_3158092,ok,0,0,0,0,,,,Battle of Chios (201 BC),3158092,wikitext_batch,
129,Battle of Lade (201 BC),battle_6080202,ok,0,0,0,0,,,,Battle of Lade (201 BC),6080202,wikitext_batch,
130,War of the Armenian Succession (201–200 BC),battle_80402476,ok,4,0,0,4,,,page_type_confidence|classification_notes|acceptance_reason|categories,War of the Armenian Succession (201–200 BC),80402476,wikitext_batch,
131,Battle of Bowang,battle_8755756,needs_review,2,0,2,0,,latitude|longitude,,Battle of Bowang,8755756,wikitext_batch,
132,Battle of Liyang,battle_31848054,ok,4,0,0,4,,,page_type_confidence|classification_notes|acceptance_reason|categories,Battle of Liyang,31848054,wikitext_batch,
133,Battle of Nasielsk,battle_3543978,ok,0,0,0,0,,,,Battle of Nasielsk,3543978,wikitext_batch,
134,Battle of Zama,battle_164286,ok,0,0,0,0,,,,Battle of Zama,164286,wikitext_batch,
135,Battle of Cirta,battle_8449910,ok,0,0,0,0,,,,Battle of Cirta,8449910,wikitext_batch,
136,Battle of Gaixia,battle_9134974,needs_review,2,0,2,0,,latitude|longitude,,Battle of Gaixia,9134974,wikitext_batch,
137,Battle of Insubria,battle_8449915,needs_review,2,0,2,0,,latitude|longitude,,Battle of Insubria,8449915,wikitext_batch,
138,Battle of Utica (203 BC),battle_13637368,needs_review,2,0,2,0,,latitude|longitude,,Battle of Utica (203 BC),13637368,wikitext_batch,
139,Battle of Xiakou,battle_12589501,needs_review,2,0,2,0,,latitude|longitude,,Battle of Xiakou,12589501,wikitext_batch,
140,Battle of the Great Plains,battle_7987808,needs_review,2,0,2,0,,latitude|longitude,,Battle of the Great Plains,7987808,wikitext_batch,
141,Battle of Wei River,battle_3171882,ok,0,0,0,0,,,,Battle of Wei River,3171882,wikitext_batch,
142,Battle of Ye,battle_32027329,ok,4,0,0,4,,,page_type_confidence|classification_notes|acceptance_reason|categories,Battle of Ye,32027329,wikitext_batch,
143,Battles of Kroton,battle_3122638,ok,4,0,0,4,,,list_page_origin|parent_list_page|discovery_root|source_family,Battles of Kroton,3122638,wikitext_batch,
144,Siege of Utica,battle_8450227,ok,4,0,0,4,,,list_page_origin|parent_list_page|discovery_root|source_family,Siege of Utica,8450227,wikitext_batch,
145,Battle of Anyi,battle_60236241,needs_review,6,0,2,4,,latitude|longitude,page_type_confidence|classification_notes|acceptance_reason|categories,Battle of Anyi,60236241,wikitext_batch,
146,Battle of Jingxing,battle_3158074,ok,0,0,0,0,,,,Battle of Jingxing,3158074,wikitext_batch,
147,Battle of Pengcheng,battle_31224863,needs_review,6,0,2,4,,latitude|longitude,page_type_confidence|classification_notes|acceptance_reason|categories,Battle of Pengcheng,31224863,wikitext_batch,
148,Cretan War (205–200 BC),battle_5687361,ok,0,0,0,0,,,,Cretan War (205–200 BC),5687361,wikitext_batch,
149,Battle of Carteia,battle_37135902,needs_review,7,1,2,4,missing_commanders,latitude|longitude,page_type_confidence|classification_notes|acceptance_reason|categories,Battle of Carteia,37135902,wikitext_batch,
150,Battle of Carteia (naval),battle_37133298,needs_review,8,1,3,4,missing_commanders,latitude|longitude|battle_type,page_type_confidence|classification_notes|acceptance_reason|categories,Battle of Carteia (naval),37133298,wikitext_batch,
151,Battle of Ilipa,battle_2070168,ok,0,0,0,0,,,,Battle of Ilipa,2070168,wikitext_batch,
152,Battle of Grumentum,battle_3101826,ok,0,0,0,0,,,,Battle of Grumentum,3101826,wikitext_batch,
153,Battle of Julu,battle_3126625,needs_review,2,0,2,0,,latitude|longitude,,Battle of Julu,3126625,wikitext_batch,
154,Battle of Mantinea (207 BC),battle_3117163,needs_review,2,0,2,0,,latitude|longitude,,Battle of Mantinea (207 BC),3117163,wikitext_batch,
155,Battle of White Wolf Mountain,battle_23602094,ok,4,0,0,4,,,page_type_confidence|classification_notes|acceptance_reason|categories,Battle of White Wolf Mountain,23602094,wikitext_batch,
156,Battle of the Metaurus,battle_1006880,ok,0,0,0,0,,,,Battle of the Metaurus,1006880,wikitext_batch,
157,Battle of Baecula,battle_2508549,ok,0,0,0,0,,,,Battle of Baecula,2508549,wikitext_batch,
158,Battle of Changban,battle_351533,ok,0,0,0,0,,,,Battle of Changban,351533,wikitext_batch,
159,Battle of Jiangling (208),battle_17928375,needs_review,4,1,2,1,suspicious_commander_count,latitude|longitude,categories,Battle of Jiangling (208),17928375,wikitext_batch,
160,Battle of Jiangxia,battle_27738394,needs_review,5,0,1,4,,battle_type,page_type_confidence|classification_notes|acceptance_reason|categories,Battle of Jiangxia,27738394,wikitext_batch,
161,Battle of Petelia,battle_57689505,ok,5,1,0,4,missing_commanders,,page_type_confidence|classification_notes|acceptance_reason|categories,Battle of Petelia,57689505,wikitext_batch,
162,Battle of Red Cliffs,battle_763392,ok,0,0,0,0,,,,Battle of Red Cliffs,763392,wikitext_batch,
163,Battle of Yiling (208),battle_3383596,ok,0,0,0,0,,,,Battle of Yiling (208),3383596,wikitext_batch,
164,Battle of the Arius,battle_3167881,ok,0,0,0,0,,,,Battle of the Arius,3167881,wikitext_batch,
165,Siege of Bactra,battle_34200043,ok,4,0,0,4,,,page_type_confidence|classification_notes|acceptance_reason|categories,Siege of Bactra,34200043,wikitext_batch,
166,Battle of Canusium,battle_13755150,needs_review,2,0,2,0,,latitude|longitude,,Battle of Canusium,13755150,wikitext_batch,
167,Battle of Mount Labus,battle_65427437,ok,2,1,0,1,missing_commanders,,categories,Battle of Mount Labus,65427437,wikitext_batch,
168,Battle of New Carthage,battle_15735000,needs_review,5,0,2,3,,latitude|longitude,list_page_origin|parent_list_page|source_family,Battle of New Carthage,15735000,wikitext_batch,
169,Battle of Tarentum (209 BC),battle_14921000,needs_review,2,0,2,0,,latitude|longitude,,Battle of Tarentum (209 BC),14921000,wikitext_batch,
170,Chen Sheng and Wu Guang uprising,battle_1287206,ok,3,0,0,3,,,list_page_origin|parent_list_page|source_family,Chen Sheng and Wu Guang uprising,1287206,wikitext_batch,
171,First Battle of Lamia,battle_3172448,ok,0,0,0,0,,,,First Battle of Lamia,3172448,wikitext_batch,
172,Second Battle of Lamia,battle_3175292,needs_review,2,0,2,0,,latitude|longitude,,Second Battle of Lamia,3175292,wikitext_batch,
173,Battle of Herdonia (210 BC),battle_3154852,needs_review,5,0,2,3,,latitude|longitude,list_page_origin|parent_list_page|source_family,Battle of Herdonia (210 BC),3154852,wikitext_batch,
174,Battle of Numistro,battle_3162710,needs_review,2,0,2,0,,latitude|longitude,,Battle of Numistro,3162710,wikitext_batch,
175,Battle of Tong Pass,battle_28174303,ok,8,0,0,8,,,page_type_confidence|classification_notes|acceptance_reason|categories|list_page_origin|parent_list_page|discovery_root|source_family,Battle of Tong Pass,28174303,wikitext_batch,
176,Battle of the Upper Baetis,battle_3110207,needs_review,2,0,2,0,,latitude|longitude,,Battle of the Upper Baetis,3110207,wikitext_batch,
177,Siege of Capua (211 BC),battle_3171634,needs_review,5,0,2,3,,latitude|longitude,list_page_origin|parent_list_page|source_family,Siege of Capua (211 BC),3171634,wikitext_batch,
178,Battle of Beneventum (212 BC),battle_15739120,needs_review,2,0,2,0,,latitude|longitude,,Battle of Beneventum (212 BC),15739120,wikitext_batch,
179,Battle of Capua (212 BC),battle_3158003,needs_review,5,0,2,3,,latitude|longitude,list_page_origin|parent_list_page|source_family,Battle of Capua (212 BC),3158003,wikitext_batch,
