analytic_commander_id,commander_name,rank_hierarchical_trust_v2,flag,flagged,supporting_value,explanation
acmd_fe8dcb104442,"Maurice, Prince of Orange",2.0,campaign_page_sensitive,false,0.0,Campaign-page contribution share is high enough to affect interpretation.
acmd_fe8dcb104442,"Maurice, Prince of Orange",2.0,war_page_sensitive,false,0.0,War/conflict-page contribution share is high enough to affect interpretation.
acmd_fe8dcb104442,"Maurice, Prince of Orange",2.0,low_evidence_quality,false,0.921053,Event-level evidence-quality scoring is not yet present; low known-outcome density is used as the provisional risk signal.
acmd_fe8dcb104442,"Maurice, Prince of Orange",2.0,region_or_era_source_density_risk,false,35.0,Ancient/medieval cases with low known-outcome count are more exposed to uneven source-density risk.
acmd_fe8dcb104442,"Maurice, Prince of Orange",2.0,identity_merge_risk,false,0.0,"Identity bridge is suspect, low reliability, or not confidently linked."
acmd_fe8dcb104442,"Maurice, Prince of Orange",2.0,outcome_override_sensitive,false,0.0,Large share of strict rows used outcome overrides; score depends on verified corrections.
acmd_fe8dcb104442,"Maurice, Prince of Orange",2.0,split_credit_sensitive,false,0.131579,Large share of rows involve multi-commander same-side credit splitting.
acmd_dba8ec42eadd,Napoleon Bonaparte,3.0,high_rank_low_known_rows,false,60.0,Top-100 commander has 60 known-outcome rows; low evidence volume weakens exact-rank confidence.
acmd_dba8ec42eadd,Napoleon Bonaparte,3.0,high_rank_many_high_level_pages,false,0.0,"More than 40 percent of measured contribution comes from operation, campaign, or war-level pages."
acmd_dba8ec42eadd,Napoleon Bonaparte,3.0,high_rank_low_battle_only_score,false,3.0,"Trust-first placement is much stronger than the battle-only baseline, suggesting dependence on non-battle evidence."
acmd_dba8ec42eadd,Napoleon Bonaparte,3.0,large_model_rank_variance,false,4.0,Rank spread across sensitivity models is large enough that adjacent exact rank should not be over-read.
acmd_dba8ec42eadd,Napoleon Bonaparte,3.0,coalition_credit_heavy,true,0.402985,"Large share of strict rows involve four or more known same-side commanders, increasing coalition credit sensitivity."
acmd_dba8ec42eadd,Napoleon Bonaparte,3.0,nominal_leader_risk,false,0.0,Role classification is not yet available and the case is broad-page heavy with limited battle-level evidence.
acmd_dba8ec42eadd,Napoleon Bonaparte,3.0,unclear_role_heavy,false,0.0,"Verified role classification file is not present in this snapshot, so unclear-role heaviness is not assessed in this audit pass."
acmd_dba8ec42eadd,Napoleon Bonaparte,3.0,siege_engineering_specialist,false,0.059701,Substantial siege-event footprint; field-command rank should be interpreted alongside siege-engineering category strength.
acmd_dba8ec42eadd,Napoleon Bonaparte,3.0,campaign_page_sensitive,false,0.0,Campaign-page contribution share is high enough to affect interpretation.
acmd_dba8ec42eadd,Napoleon Bonaparte,3.0,war_page_sensitive,false,0.0,War/conflict-page contribution share is high enough to affect interpretation.
acmd_dba8ec42eadd,Napoleon Bonaparte,3.0,low_evidence_quality,false,0.895522,Event-level evidence-quality scoring is not yet present; low known-outcome density is used as the provisional risk signal.
acmd_dba8ec42eadd,Napoleon Bonaparte,3.0,region_or_era_source_density_risk,false,60.0,Ancient/medieval cases with low known-outcome count are more exposed to uneven source-density risk.
acmd_dba8ec42eadd,Napoleon Bonaparte,3.0,identity_merge_risk,false,0.0,"Identity bridge is suspect, low reliability, or not confidently linked."
acmd_dba8ec42eadd,Napoleon Bonaparte,3.0,outcome_override_sensitive,false,0.029851,Large share of strict rows used outcome overrides; score depends on verified corrections.
acmd_dba8ec42eadd,Napoleon Bonaparte,3.0,split_credit_sensitive,true,0.61194,Large share of rows involve multi-commander same-side credit splitting.
acmd_57806d8d6048,Subutai,4.0,high_rank_low_known_rows,false,16.0,Top-100 commander has 16 known-outcome rows; low evidence volume weakens exact-rank confidence.
acmd_57806d8d6048,Subutai,4.0,high_rank_many_high_level_pages,false,0.048559,"More than 40 percent of measured contribution comes from operation, campaign, or war-level pages."
acmd_57806d8d6048,Subutai,4.0,high_rank_low_battle_only_score,false,28.0,"Trust-first placement is much stronger than the battle-only baseline, suggesting dependence on non-battle evidence."
acmd_57806d8d6048,Subutai,4.0,large_model_rank_variance,false,25.0,Rank spread across sensitivity models is large enough that adjacent exact rank should not be over-read.
acmd_57806d8d6048,Subutai,4.0,coalition_credit_heavy,true,0.4375,"Large share of strict rows involve four or more known same-side commanders, increasing coalition credit sensitivity."
acmd_57806d8d6048,Subutai,4.0,nominal_leader_risk,false,0.048559,Role classification is not yet available and the case is broad-page heavy with limited battle-level evidence.
acmd_57806d8d6048,Subutai,4.0,unclear_role_heavy,false,0.0,"Verified role classification file is not present in this snapshot, so unclear-role heaviness is not assessed in this audit pass."
acmd_57806d8d6048,Subutai,4.0,siege_engineering_specialist,false,0.25,Substantial siege-event footprint; field-command rank should be interpreted alongside siege-engineering category strength.
acmd_57806d8d6048,Subutai,4.0,campaign_page_sensitive,false,0.0,Campaign-page contribution share is high enough to affect interpretation.
acmd_57806d8d6048,Subutai,4.0,war_page_sensitive,false,0.048559,War/conflict-page contribution share is high enough to affect interpretation.
acmd_57806d8d6048,Subutai,4.0,low_evidence_quality,false,1.0,Event-level evidence-quality scoring is not yet present; low known-outcome density is used as the provisional risk signal.
acmd_57806d8d6048,Subutai,4.0,region_or_era_source_density_risk,false,16.0,Ancient/medieval cases with low known-outcome count are more exposed to uneven source-density risk.
acmd_57806d8d6048,Subutai,4.0,identity_merge_risk,false,0.0,"Identity bridge is suspect, low reliability, or not confidently linked."
acmd_57806d8d6048,Subutai,4.0,outcome_override_sensitive,false,0.125,Large share of strict rows used outcome overrides; score depends on verified corrections.
acmd_57806d8d6048,Subutai,4.0,split_credit_sensitive,true,0.625,Large share of rows involve multi-commander same-side credit splitting.
acmd_4eeecd36522d,"Sébastien Le Prestre, Marquis of Vauban",5.0,high_rank_low_known_rows,false,13.0,Top-100 commander has 13 known-outcome rows; low evidence volume weakens exact-rank confidence.
acmd_4eeecd36522d,"Sébastien Le Prestre, Marquis of Vauban",5.0,high_rank_many_high_level_pages,false,0.0,"More than 40 percent of measured contribution comes from operation, campaign, or war-level pages."
acmd_4eeecd36522d,"Sébastien Le Prestre, Marquis of Vauban",5.0,high_rank_low_battle_only_score,false,9.0,"Trust-first placement is much stronger than the battle-only baseline, suggesting dependence on non-battle evidence."
acmd_4eeecd36522d,"Sébastien Le Prestre, Marquis of Vauban",5.0,large_model_rank_variance,false,6.0,Rank spread across sensitivity models is large enough that adjacent exact rank should not be over-read.
acmd_4eeecd36522d,"Sébastien Le Prestre, Marquis of Vauban",5.0,coalition_credit_heavy,false,0.1875,"Large share of strict rows involve four or more known same-side commanders, increasing coalition credit sensitivity."
acmd_4eeecd36522d,"Sébastien Le Prestre, Marquis of Vauban",5.0,nominal_leader_risk,false,0.0,Role classification is not yet available and the case is broad-page heavy with limited battle-level evidence.
acmd_4eeecd36522d,"Sébastien Le Prestre, Marquis of Vauban",5.0,unclear_role_heavy,false,0.0,"Verified role classification file is not present in this snapshot, so unclear-role heaviness is not assessed in this audit pass."
acmd_4eeecd36522d,"Sébastien Le Prestre, Marquis of Vauban",5.0,siege_engineering_specialist,true,0.6875,Substantial siege-event footprint; field-command rank should be interpreted alongside siege-engineering category strength.
acmd_4eeecd36522d,"Sébastien Le Prestre, Marquis of Vauban",5.0,campaign_page_sensitive,false,0.0,Campaign-page contribution share is high enough to affect interpretation.
acmd_4eeecd36522d,"Sébastien Le Prestre, Marquis of Vauban",5.0,war_page_sensitive,false,0.0,War/conflict-page contribution share is high enough to affect interpretation.
acmd_4eeecd36522d,"Sébastien Le Prestre, Marquis of Vauban",5.0,low_evidence_quality,false,0.8125,Event-level evidence-quality scoring is not yet present; low known-outcome density is used as the provisional risk signal.
acmd_4eeecd36522d,"Sébastien Le Prestre, Marquis of Vauban",5.0,region_or_era_source_density_risk,false,13.0,Ancient/medieval cases with low known-outcome count are more exposed to uneven source-density risk.
acmd_4eeecd36522d,"Sébastien Le Prestre, Marquis of Vauban",5.0,identity_merge_risk,false,0.0,"Identity bridge is suspect, low reliability, or not confidently linked."
acmd_4eeecd36522d,"Sébastien Le Prestre, Marquis of Vauban",5.0,outcome_override_sensitive,false,0.0625,Large share of strict rows used outcome overrides; score depends on verified corrections.
acmd_4eeecd36522d,"Sébastien Le Prestre, Marquis of Vauban",5.0,split_credit_sensitive,true,0.4375,Large share of rows involve multi-commander same-side credit splitting.
acmd_c1296858a3ca,Jean Lannes,6.0,high_rank_low_known_rows,false,27.0,Top-100 commander has 27 known-outcome rows; low evidence volume weakens exact-rank confidence.
acmd_c1296858a3ca,Jean Lannes,6.0,high_rank_many_high_level_pages,false,0.0136,"More than 40 percent of measured contribution comes from operation, campaign, or war-level pages."
acmd_c1296858a3ca,Jean Lannes,6.0,high_rank_low_battle_only_score,false,2.0,"Trust-first placement is much stronger than the battle-only baseline, suggesting dependence on non-battle evidence."
acmd_c1296858a3ca,Jean Lannes,6.0,large_model_rank_variance,false,15.0,Rank spread across sensitivity models is large enough that adjacent exact rank should not be over-read.
acmd_c1296858a3ca,Jean Lannes,6.0,coalition_credit_heavy,true,0.607143,"Large share of strict rows involve four or more known same-side commanders, increasing coalition credit sensitivity."
acmd_c1296858a3ca,Jean Lannes,6.0,nominal_leader_risk,false,0.0136,Role classification is not yet available and the case is broad-page heavy with limited battle-level evidence.
acmd_c1296858a3ca,Jean Lannes,6.0,unclear_role_heavy,false,0.0,"Verified role classification file is not present in this snapshot, so unclear-role heaviness is not assessed in this audit pass."
acmd_c1296858a3ca,Jean Lannes,6.0,siege_engineering_specialist,false,0.071429,Substantial siege-event footprint; field-command rank should be interpreted alongside siege-engineering category strength.
acmd_c1296858a3ca,Jean Lannes,6.0,campaign_page_sensitive,false,0.0,Campaign-page contribution share is high enough to affect interpretation.
acmd_c1296858a3ca,Jean Lannes,6.0,war_page_sensitive,false,0.0136,War/conflict-page contribution share is high enough to affect interpretation.
acmd_c1296858a3ca,Jean Lannes,6.0,low_evidence_quality,false,0.964286,Event-level evidence-quality scoring is not yet present; low known-outcome density is used as the provisional risk signal.
acmd_c1296858a3ca,Jean Lannes,6.0,region_or_era_source_density_risk,false,27.0,Ancient/medieval cases with low known-outcome count are more exposed to uneven source-density risk.
acmd_c1296858a3ca,Jean Lannes,6.0,identity_merge_risk,false,0.0,"Identity bridge is suspect, low reliability, or not confidently linked."
acmd_c1296858a3ca,Jean Lannes,6.0,outcome_override_sensitive,false,0.035714,Large share of strict rows used outcome overrides; score depends on verified corrections.
acmd_c1296858a3ca,Jean Lannes,6.0,split_credit_sensitive,true,0.821429,Large share of rows involve multi-commander same-side credit splitting.
acmd_6c87ea380ff8,Louis-Nicolas Davout,7.0,high_rank_low_known_rows,false,20.0,Top-100 commander has 20 known-outcome rows; low evidence volume weakens exact-rank confidence.
acmd_6c87ea380ff8,Louis-Nicolas Davout,7.0,high_rank_many_high_level_pages,false,0.026875,"More than 40 percent of measured contribution comes from operation, campaign, or war-level pages."
acmd_6c87ea380ff8,Louis-Nicolas Davout,7.0,high_rank_low_battle_only_score,false,8.0,"Trust-first placement is much stronger than the battle-only baseline, suggesting dependence on non-battle evidence."
acmd_6c87ea380ff8,Louis-Nicolas Davout,7.0,large_model_rank_variance,false,14.0,Rank spread across sensitivity models is large enough that adjacent exact rank should not be over-read.
acmd_6c87ea380ff8,Louis-Nicolas Davout,7.0,coalition_credit_heavy,true,0.52,"Large share of strict rows involve four or more known same-side commanders, increasing coalition credit sensitivity."
acmd_6c87ea380ff8,Louis-Nicolas Davout,7.0,nominal_leader_risk,false,0.026875,Role classification is not yet available and the case is broad-page heavy with limited battle-level evidence.
acmd_6c87ea380ff8,Louis-Nicolas Davout,7.0,unclear_role_heavy,false,0.0,"Verified role classification file is not present in this snapshot, so unclear-role heaviness is not assessed in this audit pass."
acmd_6c87ea380ff8,Louis-Nicolas Davout,7.0,siege_engineering_specialist,false,0.04,Substantial siege-event footprint; field-command rank should be interpreted alongside siege-engineering category strength.
acmd_6c87ea380ff8,Louis-Nicolas Davout,7.0,campaign_page_sensitive,false,0.0,Campaign-page contribution share is high enough to affect interpretation.
acmd_6c87ea380ff8,Louis-Nicolas Davout,7.0,war_page_sensitive,false,0.026875,War/conflict-page contribution share is high enough to affect interpretation.
acmd_6c87ea380ff8,Louis-Nicolas Davout,7.0,low_evidence_quality,false,0.8,Event-level evidence-quality scoring is not yet present; low known-outcome density is used as the provisional risk signal.
acmd_6c87ea380ff8,Louis-Nicolas Davout,7.0,region_or_era_source_density_risk,false,20.0,Ancient/medieval cases with low known-outcome count are more exposed to uneven source-density risk.
acmd_6c87ea380ff8,Louis-Nicolas Davout,7.0,identity_merge_risk,false,0.0,"Identity bridge is suspect, low reliability, or not confidently linked."
acmd_6c87ea380ff8,Louis-Nicolas Davout,7.0,outcome_override_sensitive,false,0.0,Large share of strict rows used outcome overrides; score depends on verified corrections.
acmd_6c87ea380ff8,Louis-Nicolas Davout,7.0,split_credit_sensitive,true,0.6,Large share of rows involve multi-commander same-side credit splitting.
acmd_0718c2b706e8,Douglas MacArthur,8.0,high_rank_low_known_rows,false,20.0,Top-100 commander has 20 known-outcome rows; low evidence volume weakens exact-rank confidence.
acmd_0718c2b706e8,Douglas MacArthur,8.0,high_rank_many_high_level_pages,false,0.066491,"More than 40 percent of measured contribution comes from operation, campaign, or war-level pages."
acmd_0718c2b706e8,Douglas MacArthur,8.0,high_rank_low_battle_only_score,false,79.0,"Trust-first placement is much stronger than the battle-only baseline, suggesting dependence on non-battle evidence."
acmd_0718c2b706e8,Douglas MacArthur,8.0,large_model_rank_variance,true,71.0,Rank spread across sensitivity models is large enough that adjacent exact rank should not be over-read.
acmd_0718c2b706e8,Douglas MacArthur,8.0,coalition_credit_heavy,true,0.727273,"Large share of strict rows involve four or more known same-side commanders, increasing coalition credit sensitivity."
acmd_0718c2b706e8,Douglas MacArthur,8.0,nominal_leader_risk,false,0.066491,Role classification is not yet available and the case is broad-page heavy with limited battle-level evidence.
acmd_0718c2b706e8,Douglas MacArthur,8.0,unclear_role_heavy,false,0.0,"Verified role classification file is not present in this snapshot, so unclear-role heaviness is not assessed in this audit pass."
acmd_0718c2b706e8,Douglas MacArthur,8.0,siege_engineering_specialist,false,0.0,Substantial siege-event footprint; field-command rank should be interpreted alongside siege-engineering category strength.
acmd_0718c2b706e8,Douglas MacArthur,8.0,campaign_page_sensitive,false,0.0,Campaign-page contribution share is high enough to affect interpretation.
acmd_0718c2b706e8,Douglas MacArthur,8.0,war_page_sensitive,false,0.0,War/conflict-page contribution share is high enough to affect interpretation.
acmd_0718c2b706e8,Douglas MacArthur,8.0,low_evidence_quality,false,0.909091,Event-level evidence-quality scoring is not yet present; low known-outcome density is used as the provisional risk signal.
acmd_0718c2b706e8,Douglas MacArthur,8.0,region_or_era_source_density_risk,false,20.0,Ancient/medieval cases with low known-outcome count are more exposed to uneven source-density risk.
acmd_0718c2b706e8,Douglas MacArthur,8.0,identity_merge_risk,false,0.0,"Identity bridge is suspect, low reliability, or not confidently linked."
acmd_0718c2b706e8,Douglas MacArthur,8.0,outcome_override_sensitive,false,0.090909,Large share of strict rows used outcome overrides; score depends on verified corrections.
acmd_0718c2b706e8,Douglas MacArthur,8.0,split_credit_sensitive,true,0.818182,Large share of rows involve multi-commander same-side credit splitting.
acmd_7305f32ff4a6,Charles XIV John,9.0,high_rank_low_known_rows,false,16.0,Top-100 commander has 16 known-outcome rows; low evidence volume weakens exact-rank confidence.
acmd_7305f32ff4a6,Charles XIV John,9.0,high_rank_many_high_level_pages,false,0.033408,"More than 40 percent of measured contribution comes from operation, campaign, or war-level pages."
acmd_7305f32ff4a6,Charles XIV John,9.0,high_rank_low_battle_only_score,false,13.0,"Trust-first placement is much stronger than the battle-only baseline, suggesting dependence on non-battle evidence."
acmd_7305f32ff4a6,Charles XIV John,9.0,large_model_rank_variance,false,7.0,Rank spread across sensitivity models is large enough that adjacent exact rank should not be over-read.
acmd_7305f32ff4a6,Charles XIV John,9.0,coalition_credit_heavy,true,0.380952,"Large share of strict rows involve four or more known same-side commanders, increasing coalition credit sensitivity."
acmd_7305f32ff4a6,Charles XIV John,9.0,nominal_leader_risk,false,0.033408,Role classification is not yet available and the case is broad-page heavy with limited battle-level evidence.
acmd_7305f32ff4a6,Charles XIV John,9.0,unclear_role_heavy,false,0.0,"Verified role classification file is not present in this snapshot, so unclear-role heaviness is not assessed in this audit pass."
acmd_7305f32ff4a6,Charles XIV John,9.0,siege_engineering_specialist,false,0.047619,Substantial siege-event footprint; field-command rank should be interpreted alongside siege-engineering category strength.
acmd_7305f32ff4a6,Charles XIV John,9.0,campaign_page_sensitive,false,0.0,Campaign-page contribution share is high enough to affect interpretation.
acmd_7305f32ff4a6,Charles XIV John,9.0,war_page_sensitive,false,0.033408,War/conflict-page contribution share is high enough to affect interpretation.
acmd_7305f32ff4a6,Charles XIV John,9.0,low_evidence_quality,false,0.761905,Event-level evidence-quality scoring is not yet present; low known-outcome density is used as the provisional risk signal.
acmd_7305f32ff4a6,Charles XIV John,9.0,region_or_era_source_density_risk,false,16.0,Ancient/medieval cases with low known-outcome count are more exposed to uneven source-density risk.
acmd_7305f32ff4a6,Charles XIV John,9.0,identity_merge_risk,false,0.0,"Identity bridge is suspect, low reliability, or not confidently linked."
acmd_7305f32ff4a6,Charles XIV John,9.0,outcome_override_sensitive,false,0.0,Large share of strict rows used outcome overrides; score depends on verified corrections.
acmd_7305f32ff4a6,Charles XIV John,9.0,split_credit_sensitive,true,0.52381,Large share of rows involve multi-commander same-side credit splitting.
acmd_3fe0c4409371,Ivan Paskevich,10.0,high_rank_low_known_rows,false,9.0,Top-100 commander has 9 known-outcome rows; low evidence volume weakens exact-rank confidence.
acmd_3fe0c4409371,Ivan Paskevich,10.0,high_rank_many_high_level_pages,false,0.057642,"More than 40 percent of measured contribution comes from operation, campaign, or war-level pages."
acmd_3fe0c4409371,Ivan Paskevich,10.0,high_rank_low_battle_only_score,false,60.0,"Trust-first placement is much stronger than the battle-only baseline, suggesting dependence on non-battle evidence."
acmd_3fe0c4409371,Ivan Paskevich,10.0,large_model_rank_variance,true,58.0,Rank spread across sensitivity models is large enough that adjacent exact rank should not be over-read.
acmd_3fe0c4409371,Ivan Paskevich,10.0,coalition_credit_heavy,true,0.555556,"Large share of strict rows involve four or more known same-side commanders, increasing coalition credit sensitivity."
acmd_3fe0c4409371,Ivan Paskevich,10.0,nominal_leader_risk,false,0.057642,Role classification is not yet available and the case is broad-page heavy with limited battle-level evidence.
acmd_3fe0c4409371,Ivan Paskevich,10.0,unclear_role_heavy,false,0.0,"Verified role classification file is not present in this snapshot, so unclear-role heaviness is not assessed in this audit pass."
acmd_3fe0c4409371,Ivan Paskevich,10.0,siege_engineering_specialist,false,0.0,Substantial siege-event footprint; field-command rank should be interpreted alongside siege-engineering category strength.
acmd_3fe0c4409371,Ivan Paskevich,10.0,campaign_page_sensitive,false,0.0,Campaign-page contribution share is high enough to affect interpretation.
acmd_3fe0c4409371,Ivan Paskevich,10.0,war_page_sensitive,false,0.057642,War/conflict-page contribution share is high enough to affect interpretation.
acmd_3fe0c4409371,Ivan Paskevich,10.0,low_evidence_quality,false,1.0,Event-level evidence-quality scoring is not yet present; low known-outcome density is used as the provisional risk signal.
acmd_3fe0c4409371,Ivan Paskevich,10.0,region_or_era_source_density_risk,false,9.0,Ancient/medieval cases with low known-outcome count are more exposed to uneven source-density risk.
acmd_3fe0c4409371,Ivan Paskevich,10.0,identity_merge_risk,false,0.0,"Identity bridge is suspect, low reliability, or not confidently linked."
acmd_3fe0c4409371,Ivan Paskevich,10.0,outcome_override_sensitive,false,0.111111,Large share of strict rows used outcome overrides; score depends on verified corrections.
acmd_3fe0c4409371,Ivan Paskevich,10.0,split_credit_sensitive,true,0.777778,Large share of rows involve multi-commander same-side credit splitting.
acmd_36041001b0b5,Louis XIV,11.0,high_rank_low_known_rows,false,11.0,Top-100 commander has 11 known-outcome rows; low evidence volume weakens exact-rank confidence.
acmd_36041001b0b5,Louis XIV,11.0,high_rank_many_high_level_pages,false,0.077055,"More than 40 percent of measured contribution comes from operation, campaign, or war-level pages."
acmd_36041001b0b5,Louis XIV,11.0,high_rank_low_battle_only_score,false,42.0,"Trust-first placement is much stronger than the battle-only baseline, suggesting dependence on non-battle evidence."
acmd_36041001b0b5,Louis XIV,11.0,large_model_rank_variance,false,38.0,Rank spread across sensitivity models is large enough that adjacent exact rank should not be over-read.
acmd_36041001b0b5,Louis XIV,11.0,coalition_credit_heavy,false,0.266667,"Large share of strict rows involve four or more known same-side commanders, increasing coalition credit sensitivity."
acmd_36041001b0b5,Louis XIV,11.0,nominal_leader_risk,false,0.077055,Role classification is not yet available and the case is broad-page heavy with limited battle-level evidence.
acmd_36041001b0b5,Louis XIV,11.0,unclear_role_heavy,false,0.0,"Verified role classification file is not present in this snapshot, so unclear-role heaviness is not assessed in this audit pass."
acmd_36041001b0b5,Louis XIV,11.0,siege_engineering_specialist,true,0.466667,Substantial siege-event footprint; field-command rank should be interpreted alongside siege-engineering category strength.
acmd_36041001b0b5,Louis XIV,11.0,campaign_page_sensitive,false,0.0,Campaign-page contribution share is high enough to affect interpretation.
acmd_36041001b0b5,Louis XIV,11.0,war_page_sensitive,false,0.077055,War/conflict-page contribution share is high enough to affect interpretation.
acmd_36041001b0b5,Louis XIV,11.0,low_evidence_quality,false,0.733333,Event-level evidence-quality scoring is not yet present; low known-outcome density is used as the provisional risk signal.
acmd_36041001b0b5,Louis XIV,11.0,region_or_era_source_density_risk,false,11.0,Ancient/medieval cases with low known-outcome count are more exposed to uneven source-density risk.
acmd_36041001b0b5,Louis XIV,11.0,identity_merge_risk,false,0.0,"Identity bridge is suspect, low reliability, or not confidently linked."
acmd_36041001b0b5,Louis XIV,11.0,outcome_override_sensitive,false,0.066667,Large share of strict rows used outcome overrides; score depends on verified corrections.
acmd_36041001b0b5,Louis XIV,11.0,split_credit_sensitive,true,0.666667,Large share of rows involve multi-commander same-side credit splitting.
acmd_511cecdfe383,"Henri de La Tour d'Auvergne, Viscount of Turenne",12.0,high_rank_low_known_rows,false,15.0,Top-100 commander has 15 known-outcome rows; low evidence volume weakens exact-rank confidence.
acmd_511cecdfe383,"Henri de La Tour d'Auvergne, Viscount of Turenne",12.0,high_rank_many_high_level_pages,false,0.0,"More than 40 percent of measured contribution comes from operation, campaign, or war-level pages."
acmd_511cecdfe383,"Henri de La Tour d'Auvergne, Viscount of Turenne",12.0,high_rank_low_battle_only_score,false,43.0,"Trust-first placement is much stronger than the battle-only baseline, suggesting dependence on non-battle evidence."
acmd_511cecdfe383,"Henri de La Tour d'Auvergne, Viscount of Turenne",12.0,large_model_rank_variance,false,33.0,Rank spread across sensitivity models is large enough that adjacent exact rank should not be over-read.
acmd_511cecdfe383,"Henri de La Tour d'Auvergne, Viscount of Turenne",12.0,coalition_credit_heavy,false,0.0,"Large share of strict rows involve four or more known same-side commanders, increasing coalition credit sensitivity."
acmd_511cecdfe383,"Henri de La Tour d'Auvergne, Viscount of Turenne",12.0,nominal_leader_risk,false,0.0,Role classification is not yet available and the case is broad-page heavy with limited battle-level evidence.
acmd_511cecdfe383,"Henri de La Tour d'Auvergne, Viscount of Turenne",12.0,unclear_role_heavy,false,0.0,"Verified role classification file is not present in this snapshot, so unclear-role heaviness is not assessed in this audit pass."
acmd_511cecdfe383,"Henri de La Tour d'Auvergne, Viscount of Turenne",12.0,siege_engineering_specialist,false,0.25,Substantial siege-event footprint; field-command rank should be interpreted alongside siege-engineering category strength.
acmd_511cecdfe383,"Henri de La Tour d'Auvergne, Viscount of Turenne",12.0,campaign_page_sensitive,false,0.0,Campaign-page contribution share is high enough to affect interpretation.
acmd_511cecdfe383,"Henri de La Tour d'Auvergne, Viscount of Turenne",12.0,war_page_sensitive,false,0.0,War/conflict-page contribution share is high enough to affect interpretation.
acmd_511cecdfe383,"Henri de La Tour d'Auvergne, Viscount of Turenne",12.0,low_evidence_quality,false,0.75,Event-level evidence-quality scoring is not yet present; low known-outcome density is used as the provisional risk signal.
